Order ID,Order Date,Ship Mode,Customer ID,Customer Name,Segment,Country,Market,Category,Sales,Quantity,Profit,Shipping Cost,Order Priority,Elapsed Time,Day,Date,Month,Year
ES-2011-4479011,2011-12-06,Same Day,BT-11680,Brian Thompson,Consumer,Italy,EU,Office Supplies,233.4,16,64.74,35.12,High,0,Tuesday,6,December,2011
MX-2011-155719,2011-12-06,Standard Class,MS-17530,MaryBeth Skach,Consumer,Mexico,LATAM,Furniture,136.26,4,30.66,12.4,Medium,5,Tuesday,6,December,2011
IN-2011-21668,2011-12-06,Standard Class,DM-13015,Darrin Martin,Consumer,China,APAC,Office Supplies,115.68,4,30.0,10.38,Medium,4,Tuesday,6,December,2011
ES-2011-53752152,2011-12-06,Standard Class,MC-17275,Marc Crier,Consumer,France,EU,"Furniture, Technology",322.06,3,71.74,16.38,Medium,6,Tuesday,6,December,2011
MX-2011-145793,2011-12-06,Second Class,DB-13270,Deborah Brumfield,Home Office,Guatemala,LATAM,Technology,75.8,2,11.36,7.61,Medium,2,Tuesday,6,December,2011
SF-2011-7990,2011-12-06,Second Class,BF-10975,Barbara Fisher,Corporate,South Africa,Africa,Furniture,142.83,1,41.4,7.28,High,2,Tuesday,6,December,2011
IR-2011-3940,2011-12-06,First Class,HF-14995,Herbert Flentye,Consumer,Iran,EMEA,Office Supplies,93.93,7,20.31,13.21,Medium,3,Tuesday,6,December,2011
CA-2011-155390,2011-12-06,Standard Class,BG-11035,Barry Gonzalez,Consumer,United States,US,Office Supplies,42.21,2,13.72,4.99,High,5,Tuesday,6,December,2011
CA-2011-110030,2011-12-06,Second Class,LF-17185,Luke Foster,Consumer,United States,US,Furniture,23.98,3,-14.39,4.26,High,2,Tuesday,6,December,2011
ID-2011-46819,2011-12-06,Standard Class,LW-16825,Laurel Workman,Corporate,Australia,APAC,Office Supplies,72.95,7,-2.44,3.61,Medium,4,Tuesday,6,December,2011
MX-2011-146577,2011-12-06,Standard Class,ME-17320,Maria Etezadi,Home Office,Chile,LATAM,Office Supplies,67.8,3,9.48,3.53,Medium,5,Tuesday,6,December,2011
ES-2011-3291135,2011-12-06,Standard Class,PF-19165,Philip Fox,Consumer,United Kingdom,EU,Office Supplies,27.99,1,9.21,1.99,Medium,6,Tuesday,6,December,2011
MX-2011-131779,2011-12-06,Standard Class,AR-10510,Andrew Roberts,Consumer,Mexico,LATAM,Office Supplies,19.2,1,5.76,0.8,Medium,6,Tuesday,6,December,2011
IN-2011-16831,2011-12-06,Standard Class,VM-21835,Vivian Mathis,Consumer,India,APAC,Office Supplies,9.33,1,2.04,0.49,Medium,5,Tuesday,6,December,2011
CA-2011-167199,2011-01-07,Standard Class,ME-17320,Maria Etezadi,Home Office,United States,US,"Furniture, Office Supplies, Technology",4374.88,24,1343.48,427.09,High,4,Friday,7,January,2011
MZ-2011-1260,2011-01-07,First Class,SV-20785,Stewart Visinsky,Consumer,Mozambique,Africa,Office Supplies,300.54,3,54.51,66.16,High,3,Friday,7,January,2011
ID-2011-58670,2011-01-07,Standard Class,MS-17365,Maribeth Schnelling,Consumer,Philippines,APAC,"Office Supplies, Technology",1134.09,13,-160.23,118.57,High,4,Friday,7,January,2011
ES-2011-5433855,2011-01-07,First Class,DP-13105,Dave Poirier,Corporate,France,EU,"Furniture, Office Supplies",904.79,8,181.64,47.91,Medium,1,Friday,7,January,2011
LE-2011-9590,2011-01-07,Standard Class,HM-14860,Harry Marie,Corporate,Lebanon,EMEA,"Furniture, Technology",200.76,2,78.84,26.72,High,4,Friday,7,January,2011
CA-2011-130813,2011-01-07,Second Class,LS-17230,Lycoris Saunders,Consumer,United States,US,Office Supplies,19.44,3,9.33,4.37,High,2,Friday,7,January,2011
AG-2011-7230,2011-01-07,Standard Class,AC-10420,Alyssa Crouse,Corporate,Algeria,Africa,Office Supplies,91.38,2,14.58,4.36,Medium,4,Friday,7,January,2011
MX-2011-135629,2011-01-07,Same Day,DD-13570,Dorothy Dickinson,Consumer,Brazil,LATAM,Office Supplies,61.58,7,8.4,7.63,High,0,Friday,7,January,2011
CA-2011-106054,2011-01-07,First Class,JO-15145,Jack O'Briant,Corporate,United States,US,Office Supplies,12.78,3,5.24,3.51,Critical,1,Friday,7,January,2011
ID-2011-28752,2011-01-07,Standard Class,AB-10060,Adam Bellavance,Home Office,Singapore,APAC,Office Supplies,17.76,2,5.46,0.89,Medium,5,Friday,7,January,2011
IT-2011-51349221,2011-01-07,First Class,JS-16030,Joy Smith,Consumer,Netherlands,EU,Office Supplies,5.03,1,-0.1,0.28,Medium,3,Friday,7,January,2011
CA-2011-131905,2011-02-07,First Class,ND-18460,Neil Ducich,Corporate,United States,US,"Office Supplies, Technology",321.56,10,91.26,61.06,Medium,3,Monday,7,February,2011
IN-2011-67021,2011-02-07,Second Class,NW-18400,Natalie Webber,Consumer,Malaysia,APAC,Office Supplies,185.04,3,48.06,25.86,Medium,5,Monday,7,February,2011
IN-2011-33351,2011-02-07,Standard Class,DB-13660,Duane Benoit,Consumer,China,APAC,Office Supplies,345.12,10,141.36,26.15,Medium,6,Monday,7,February,2011
IN-2011-40512,2011-02-07,Standard Class,LT-17110,Liz Thompson,Consumer,Indonesia,APAC,Technology,252.04,2,6.04,11.19,Medium,7,Monday,7,February,2011
ES-2011-2367994,2011-02-07,Standard Class,SM-20905,Susan MacKendrick,Consumer,France,EU,"Office Supplies, Technology",369.94,10,23.14,27.25,High,4,Monday,7,February,2011
ID-2011-85396,2011-02-07,Standard Class,SW-20275,Scott Williamson,Consumer,New Zealand,APAC,Technology,285.12,2,-104.58,4.54,Medium,5,Monday,7,February,2011
ES-2011-2857462,2011-02-07,Standard Class,GB-14530,George Bell,Corporate,France,EU,Office Supplies,31.41,3,10.62,3.58,High,5,Monday,7,February,2011
CA-2011-108182,2011-02-07,Second Class,DL-13315,Delfina Latchford,Consumer,United States,US,Office Supplies,8.95,2,-14.77,0.51,Medium,4,Monday,7,February,2011
SA-2011-1980,2011-03-07,Standard Class,MG-17695,Maureen Gnade,Consumer,Saudi Arabia,EMEA,"Office Supplies, Technology",1175.67,17,50.4,157.15,High,4,Monday,7,March,2011
CA-2011-104563,2011-03-07,Standard Class,CM-12715,Craig Molinari,Corporate,United States,US,"Furniture, Office Supplies",1143.82,18,85.52,92.36,Medium,5,Monday,7,March,2011
MX-2011-134684,2011-03-07,Standard Class,PG-18895,Paul Gonzalez,Consumer,Guatemala,LATAM,Office Supplies,862.36,8,27.36,37.03,Medium,4,Monday,7,March,2011
ES-2011-4410046,2011-03-07,First Class,TS-21340,Toby Swindell,Consumer,France,EU,Office Supplies,107.94,2,36.66,16.03,High,1,Monday,7,March,2011
CA-2011-156587,2011-03-07,First Class,AB-10015,Aaron Bergman,Consumer,United States,US,"Furniture, Office Supplies",309.59,7,15.0,16.7,High,1,Monday,7,March,2011
US-2011-131982,2011-03-07,Second Class,NP-18685,Nora Pelletier,Home Office,United States,US,Office Supplies,107.65,2,33.64,6.44,Medium,4,Monday,7,March,2011
IN-2011-54302,2011-03-07,Second Class,NP-18325,Naresj Patel,Consumer,Bangladesh,APAC,Furniture,121.59,1,44.97,3.96,Medium,3,Monday,7,March,2011
CM-2011-6790,2011-03-07,Standard Class,BW-11110,Bart Watters,Corporate,Cameroon,Africa,Office Supplies,34.74,2,0.45,3.55,Low,7,Monday,7,March,2011
US-2011-165477,2011-04-07,Standard Class,SD-20485,Shirley Daniels,Home Office,Mexico,LATAM,"Furniture, Office Supplies",981.08,8,80.84,103.16,Medium,4,Thursday,7,April,2011
ES-2011-5244045,2011-04-07,Second Class,FM-14215,Filia McAdams,Corporate,Germany,EU,Office Supplies,1197.94,29,449.23,112.35,Medium,4,Thursday,7,April,2011
CA-2011-128846,2011-04-07,Standard Class,RS-19765,Roland Schwarz,Corporate,United States,US,"Office Supplies, Technology",752.92,8,224.05,52.03,Medium,5,Thursday,7,April,2011
ES-2011-4472015,2011-04-07,Standard Class,LW-17125,Liz Willingham,Consumer,France,EU,Office Supplies,134.34,7,21.0,12.79,Medium,6,Thursday,7,April,2011
CA-2011-165806,2011-04-07,Same Day,VM-21685,Valerie Mitchum,Home Office,United States,US,"Office Supplies, Technology",259.29,12,78.23,12.12,Medium,0,Thursday,7,April,2011
MX-2011-125703,2011-04-07,Second Class,SG-20605,Speros Goranitis,Consumer,Nicaragua,LATAM,Office Supplies,23.98,1,7.66,2.33,Medium,5,Thursday,7,April,2011
CA-2011-124023,2011-04-07,First Class,PJ-19015,Pauline Johnson,Consumer,United States,US,Furniture,8.96,2,2.78,0.78,Medium,3,Thursday,7,April,2011
PL-2011-5380,2011-04-07,Second Class,DB-12910,Daniel Byrd,Home Office,Poland,EMEA,Technology,80.97,1,36.42,0.1,Medium,2,Thursday,7,April,2011
CA-2011-166086,2011-05-07,Standard Class,CT-11995,Carol Triggs,Consumer,United States,US,"Furniture, Office Supplies",1091.35,12,215.82,100.45,High,5,Saturday,7,May,2011
CG-2011-2090,2011-05-07,First Class,RB-19705,Roger Barcio,Home Office,Democratic Republic of the Congo,Africa,Furniture,414.27,1,132.54,48.6,Medium,2,Saturday,7,May,2011
ES-2011-3403155,2011-05-07,Second Class,TB-11520,Tracy Blumstein,Consumer,Spain,EU,"Office Supplies, Technology",306.53,4,54.59,48.39,Critical,2,Saturday,7,May,2011
IT-2011-3053644,2011-05-07,Second Class,DA-13450,Dianna Arnett,Home Office,Netherlands,EU,Office Supplies,171.36,7,-48.09,7.48,Medium,5,Saturday,7,May,2011
IN-2011-64326,2011-06-07,Second Class,DR-12940,Daniel Raglin,Home Office,Australia,APAC,Office Supplies,4662.25,11,1660.87,429.62,Medium,4,Tuesday,7,June,2011
IN-2011-14017,2011-06-07,Second Class,TB-21355,Todd Boyes,Corporate,Australia,APAC,"Furniture, Office Supplies, Technology",1504.68,14,521.19,159.43,Medium,5,Tuesday,7,June,2011
MX-2011-103345,2011-06-07,Standard Class,DK-12895,Dana Kaydos,Consumer,Mexico,LATAM,"Office Supplies, Technology",2130.35,15,366.17,199.72,Medium,7,Tuesday,7,June,2011
MX-2011-118780,2011-06-07,First Class,DB-13210,Dean Braden,Consumer,Brazil,LATAM,Furniture,381.76,4,87.76,110.33,Critical,3,Tuesday,7,June,2011
IN-2011-73335,2011-06-07,First Class,EH-14125,Eugene Hildebrand,Home Office,India,APAC,Technology,701.28,7,171.42,161.71,High,3,Tuesday,7,June,2011
TU-2011-6790,2011-06-07,Standard Class,MT-18070,Michelle Tran,Home Office,Turkey,EMEA,Office Supplies,1783.49,16,-2430.88,111.14,Medium,4,Tuesday,7,June,2011
IT-2011-2011704,2011-06-07,Standard Class,ED-13885,Emily Ducich,Home Office,Italy,EU,"Office Supplies, Technology",1028.48,10,-86.62,118.21,Low,6,Tuesday,7,June,2011
IT-2011-2159764,2011-06-07,First Class,JS-15685,Jim Sink,Corporate,United Kingdom,EU,"Furniture, Office Supplies",768.09,11,212.88,106.04,Medium,1,Tuesday,7,June,2011
ES-2011-1137137,2011-06-07,Standard Class,NK-18490,Neil Knudson,Home Office,France,EU,Office Supplies,599.4,5,53.25,54.5,Medium,4,Tuesday,7,June,2011
CA-2011-106229,2011-06-07,Second Class,NR-18550,Nick Radford,Consumer,United States,US,Furniture,268.94,3,-209.77,49.56,High,4,Tuesday,7,June,2011
TU-2011-9110,2011-06-07,Second Class,CB-12415,Christy Brittain,Consumer,Turkey,EMEA,Furniture,349.07,1,-462.52,43.45,High,2,Tuesday,7,June,2011
ES-2011-4691256,2011-06-07,Second Class,MK-17905,Michael Kennedy,Corporate,France,EU,"Office Supplies, Technology",505.08,15,76.5,45.63,Medium,2,Tuesday,7,June,2011
MX-2011-103709,2011-06-07,Standard Class,SU-20665,Stephanie Ulpright,Home Office,Panama,LATAM,Furniture,205.52,3,6.8,18.98,High,4,Tuesday,7,June,2011
ES-2011-4845310,2011-06-07,Standard Class,EJ-14155,Eva Jacobs,Consumer,United Kingdom,EU,Office Supplies,283.8,8,103.11,32.35,High,4,Tuesday,7,June,2011
ES-2011-1455810,2011-06-07,Standard Class,VT-21700,Valerie Takahito,Home Office,France,EU,"Furniture, Office Supplies",218.38,5,58.3,20.22,High,4,Tuesday,7,June,2011
MX-2011-168774,2011-06-07,Standard Class,SC-20845,Sung Chung,Consumer,Colombia,LATAM,Furniture,172.3,5,84.4,13.04,High,4,Tuesday,7,June,2011
ES-2011-5814037,2011-06-07,Standard Class,RH-19510,Rick Huthwaite,Home Office,United Kingdom,EU,Office Supplies,146.4,5,7.2,11.53,Medium,5,Tuesday,7,June,2011
ID-2011-83716,2011-06-07,Standard Class,NR-18550,Nick Radford,Consumer,Australia,APAC,"Office Supplies, Technology",342.5,18,-32.98,34.6,High,4,Tuesday,7,June,2011
UP-2011-810,2011-06-07,Second Class,CA-12775,Cynthia Arntzen,Consumer,Ukraine,EMEA,Office Supplies,175.95,10,50.7,15.37,Medium,4,Tuesday,7,June,2011
MX-2011-157203,2011-06-07,Standard Class,KH-16360,Katherine Hughes,Consumer,Brazil,LATAM,Office Supplies,156.58,9,26.64,14.47,Medium,4,Tuesday,7,June,2011
MX-2011-122196,2011-06-07,Standard Class,SP-10860,Sung Pak,Corporate,Dominican Republic,LATAM,Office Supplies,65.71,3,16.39,5.8,Medium,4,Tuesday,7,June,2011
ES-2011-1748043,2011-06-07,Standard Class,NC-18415,Nathan Cano,Consumer,Germany,EU,Office Supplies,39.33,3,2.7,5.0,High,5,Tuesday,7,June,2011
SA-2011-8790,2011-06-07,Standard Class,TS-21370,Todd Sumrall,Corporate,Saudi Arabia,EMEA,Office Supplies,28.14,2,4.2,4.13,High,4,Tuesday,7,June,2011
MX-2011-155978,2011-06-07,Standard Class,BD-11605,Brian Dahlen,Consumer,Nicaragua,LATAM,Office Supplies,149.3,5,25.3,3.92,Medium,5,Tuesday,7,June,2011
ID-2011-77906,2011-06-07,Same Day,DK-12985,Darren Koutras,Consumer,Australia,APAC,Office Supplies,14.96,2,-0.52,3.7,High,0,Tuesday,7,June,2011
ID-2011-69716,2011-06-07,Second Class,DW-13585,Dorothy Wardle,Corporate,Indonesia,APAC,Office Supplies,47.78,6,-7.96,5.34,High,2,Tuesday,7,June,2011
US-2011-134971,2011-06-07,Second Class,BP-11095,Bart Pistole,Corporate,United States,US,Office Supplies,12.46,3,-20.56,2.27,High,3,Tuesday,7,June,2011
MX-2011-115784,2011-06-07,Standard Class,EB-13975,Erica Bern,Corporate,Mexico,LATAM,Office Supplies,8.68,1,4.24,0.74,Low,7,Tuesday,7,June,2011
NI-2011-8710,2011-07-07,Second Class,AS-10630,Ann Steele,Home Office,Nigeria,Africa,Office Supplies,720.74,7,-805.24,185.61,Critical,2,Thursday,7,July,2011
SF-2011-2790,2011-07-07,Standard Class,BS-11800,Bryan Spruell,Home Office,South Africa,Africa,"Furniture, Office Supplies",1968.24,8,148.71,167.23,Medium,7,Thursday,7,July,2011
ES-2011-3814488,2011-07-07,Standard Class,HH-15010,Hilary Holden,Corporate,Germany,EU,Technology,1236.48,12,192.36,64.31,Medium,5,Thursday,7,July,2011
MX-2011-155159,2011-07-07,First Class,LB-16735,Larry Blacks,Consumer,Mexico,LATAM,Office Supplies,61.64,2,22.8,22.54,Critical,3,Thursday,7,July,2011
US-2011-138758,2011-07-07,Standard Class,JL-15835,John Lee,Consumer,United States,US,Furniture,241.2,4,-34.66,25.95,High,4,Thursday,7,July,2011
MX-2011-132066,2011-07-07,Standard Class,CM-12160,Charles McCrossin,Consumer,Argentina,LATAM,Technology,357.4,7,-107.66,21.1,Medium,6,Thursday,7,July,2011
ID-2011-18749,2011-07-07,Standard Class,RB-19330,Randy Bradley,Consumer,Australia,APAC,Technology,186.46,3,-59.06,10.76,Medium,6,Thursday,7,July,2011
US-2011-137673,2011-07-07,First Class,RL-19615,Rob Lucas,Consumer,Mexico,LATAM,"Furniture, Office Supplies",83.8,9,14.62,7.29,High,2,Thursday,7,July,2011
ES-2011-4405425,2011-08-07,First Class,AR-10405,Allen Rosenblatt,Corporate,Austria,EMEA,Furniture,37.86,2,11.34,6.63,Critical,3,Sunday,7,August,2011
CA-2011-131002,2011-09-07,Second Class,TB-21400,Tom Boeckenhauer,Consumer,United States,US,"Furniture, Office Supplies, Technology",1040.19,17,291.99,205.41,High,5,Wednesday,7,September,2011
IN-2011-55268,2011-09-07,First Class,GT-14710,Greg Tran,Consumer,India,APAC,Technology,524.28,4,146.76,148.45,High,1,Wednesday,7,September,2011
CA-2011-122882,2011-09-07,Standard Class,SB-20290,Sean Braxton,Corporate,United States,US,"Furniture, Office Supplies, Technology",539.07,10,-561.15,50.91,Medium,6,Wednesday,7,September,2011
CA-2011-126193,2011-09-07,Standard Class,SS-20410,Shahid Shariari,Consumer,United States,US,Office Supplies,321.98,13,-536.13,44.34,Low,7,Wednesday,7,September,2011
CA-2011-117765,2011-09-07,Standard Class,RB-19465,Rick Bensley,Home Office,United States,US,"Furniture, Office Supplies",643.78,11,178.27,58.35,Medium,6,Wednesday,7,September,2011
CA-2011-105165,2011-09-07,First Class,SZ-20035,Sam Zeldin,Home Office,United States,US,"Furniture, Office Supplies, Technology",469.05,13,-12.38,59.78,Medium,3,Wednesday,7,September,2011
IN-2011-33253,2011-09-07,First Class,PB-19210,Phillip Breyer,Corporate,Australia,APAC,Office Supplies,195.7,7,16.99,36.93,High,2,Wednesday,7,September,2011
RO-2011-2770,2011-09-07,Standard Class,KN-16705,Kristina Nunn,Home Office,Romania,EMEA,"Furniture, Office Supplies, Technology",929.58,8,226.53,32.02,Medium,6,Wednesday,7,September,2011
MX-2011-149034,2011-09-07,Standard Class,TC-20980,Tamara Chand,Corporate,Guatemala,LATAM,Office Supplies,494.9,9,79.6,19.88,Medium,4,Wednesday,7,September,2011
KE-2011-8720,2011-09-07,Standard Class,RB-19465,Rick Bensley,Home Office,Kenya,Africa,Office Supplies,418.05,19,68.97,28.8,Medium,5,Wednesday,7,September,2011
CA-2011-100006,2011-09-07,Standard Class,DK-13375,Dennis Kane,Consumer,United States,US,Technology,377.97,3,109.61,11.76,Medium,6,Wednesday,7,September,2011
US-2011-133781,2011-09-07,Same Day,CA-12775,Cynthia Arntzen,Consumer,Argentina,LATAM,Office Supplies,19.33,3,-4.25,8.14,Critical,0,Wednesday,7,September,2011
IZ-2011-890,2011-09-07,Standard Class,KC-16675,Kimberly Carter,Corporate,Iraq,EMEA,Office Supplies,135.96,6,18.12,10.79,Medium,4,Wednesday,7,September,2011
MX-2011-140648,2011-09-07,Standard Class,BT-11305,Beth Thompson,Home Office,Mexico,LATAM,Office Supplies,51.6,6,3.6,4.47,Medium,4,Wednesday,7,September,2011
ES-2011-2627929,2011-09-07,Same Day,GT-14635,Grant Thornton,Corporate,Spain,EU,Office Supplies,28.02,2,10.32,3.62,Medium,0,Wednesday,7,September,2011
CA-2011-109918,2011-09-07,Second Class,LR-17035,Lisa Ryan,Corporate,United States,US,Office Supplies,131.84,11,48.52,6.07,Medium,5,Wednesday,7,September,2011
US-2011-150777,2011-09-07,First Class,RB-19435,Richard Bierner,Consumer,Brazil,LATAM,Office Supplies,12.36,5,-14.54,2.85,Critical,2,Wednesday,7,September,2011
MX-2011-101518,2011-10-07,Same Day,JM-15865,John Murray,Consumer,Mexico,LATAM,Office Supplies,511.56,6,168.72,178.21,Critical,0,Friday,7,October,2011
SA-2011-3110,2011-10-07,Standard Class,RL-19615,Rob Lucas,Consumer,Saudi Arabia,EMEA,"Furniture, Office Supplies, Technology",1825.74,5,701.76,180.35,High,4,Friday,7,October,2011
IN-2011-60791,2011-10-07,First Class,HA-14905,Helen Abelman,Consumer,China,APAC,"Furniture, Office Supplies, Technology",1897.77,20,235.74,201.58,Medium,3,Friday,7,October,2011
TU-2011-8670,2011-10-07,Standard Class,DM-13345,Denise Monton,Corporate,Turkey,EMEA,"Office Supplies, Technology",1511.29,14,-1250.87,85.79,Medium,4,Friday,7,October,2011
MX-2011-145807,2011-10-07,Second Class,AH-10075,Adam Hart,Corporate,Barbados,LATAM,"Furniture, Technology",845.74,8,307.3,55.39,Medium,5,Friday,7,October,2011
MX-2011-155271,2011-10-07,Second Class,CL-12565,Clay Ludtke,Consumer,Cuba,LATAM,"Furniture, Office Supplies, Technology",883.0,23,130.92,118.01,High,3,Friday,7,October,2011
US-2011-112137,2011-10-07,Standard Class,TH-21235,Tiffany House,Corporate,Panama,LATAM,"Office Supplies, Technology",808.01,8,-514.59,50.43,Medium,4,Friday,7,October,2011
IN-2011-82330,2011-10-07,Standard Class,AA-10375,Allen Armold,Consumer,New Zealand,APAC,"Furniture, Office Supplies",702.09,7,89.34,79.56,Low,6,Friday,7,October,2011
UZ-2011-8840,2011-10-07,First Class,EL-13735,Ed Ludwig,Home Office,Uzbekistan,EMEA,"Office Supplies, Technology",303.18,4,95.01,75.36,Critical,3,Friday,7,October,2011
IN-2011-67049,2011-10-07,Second Class,TR-21325,Toby Ritter,Consumer,China,APAC,"Furniture, Office Supplies",581.79,6,156.51,68.71,Medium,3,Friday,7,October,2011
MX-2011-140725,2011-10-07,Standard Class,PG-18820,Patrick Gardner,Consumer,Mexico,LATAM,"Furniture, Office Supplies",314.34,8,5.4,36.71,High,4,Friday,7,October,2011
MO-2011-110,2011-10-07,Standard Class,AS-10090,Adam Shillingsburg,Consumer,Morocco,Africa,"Office Supplies, Technology",327.51,5,130.62,18.73,Medium,4,Friday,7,October,2011
CA-2011-117429,2011-10-07,Standard Class,MR-17545,Mathew Reese,Home Office,United States,US,Furniture,129.92,5,21.11,7.88,Medium,6,Friday,7,October,2011
IN-2011-82708,2011-10-07,Standard Class,AH-10075,Adam Hart,Corporate,Australia,APAC,Office Supplies,301.08,14,25.2,16.44,Medium,5,Friday,7,October,2011
IN-2011-20828,2011-10-07,First Class,DK-13150,David Kendrick,Corporate,China,APAC,Office Supplies,33.24,4,6.6,6.83,High,3,Friday,7,October,2011
IR-2011-8710,2011-10-07,Second Class,RR-19315,Ralph Ritter,Consumer,Iran,EMEA,Furniture,63.84,4,7.56,6.82,High,4,Friday,7,October,2011
ES-2011-3041134,2011-10-07,First Class,RC-19960,Ryan Crowe,Consumer,United Kingdom,EU,Office Supplies,22.47,1,0.0,5.93,High,1,Friday,7,October,2011
MX-2011-102771,2011-10-07,Second Class,LS-16975,Lindsay Shagiari,Home Office,Brazil,LATAM,Office Supplies,32.68,2,6.2,5.49,High,3,Friday,7,October,2011
CA-2011-132801,2011-10-07,Standard Class,JG-15805,John Grady,Corporate,United States,US,Office Supplies,107.44,10,10.74,5.26,Medium,5,Friday,7,October,2011
MX-2011-165967,2011-10-07,Same Day,TB-21175,Thomas Boland,Corporate,Colombia,LATAM,Technology,21.34,1,1.92,4.18,Medium,0,Friday,7,October,2011
US-2011-112984,2011-10-07,Second Class,BH-11710,Brosina Hoffman,Consumer,Honduras,LATAM,Office Supplies,13.06,4,-1.74,2.67,High,2,Friday,7,October,2011
IN-2011-54435,2011-10-07,Standard Class,HG-14845,Harry Greene,Consumer,China,APAC,"Furniture, Office Supplies",41.1,5,1.35,1.84,Medium,6,Friday,7,October,2011
US-2011-157917,2011-10-07,Second Class,LS-16975,Lindsay Shagiari,Home Office,Brazil,LATAM,Office Supplies,13.07,2,-13.41,0.91,Medium,3,Friday,7,October,2011
IN-2011-81826,2011-11-07,First Class,TS-21340,Toby Swindell,Consumer,New Zealand,APAC,"Furniture, Office Supplies",1875.24,8,591.36,904.83,Critical,2,Monday,7,November,2011
PL-2011-3590,2011-11-07,Standard Class,TT-21265,Tim Taslimi,Corporate,Poland,EMEA,"Furniture, Office Supplies",1898.52,8,769.44,233.47,Medium,6,Monday,7,November,2011
IN-2011-72502,2011-11-07,Same Day,DB-13060,Dave Brooks,Consumer,China,APAC,"Office Supplies, Technology",2616.99,9,404.01,211.67,High,0,Monday,7,November,2011
ID-2011-52937,2011-11-07,First Class,MG-17680,Maureen Gastineau,Home Office,India,APAC,Technology,346.92,4,-152.76,148.9,Critical,2,Monday,7,November,2011
BU-2011-7450,2011-11-07,Second Class,DE-13255,Deanra Eno,Home Office,Bulgaria,EMEA,Technology,1272.6,2,279.96,123.03,Medium,2,Monday,7,November,2011
IN-2011-16033,2011-11-07,Standard Class,LB-16795,Laurel Beltran,Home Office,India,APAC,"Furniture, Office Supplies",937.02,9,405.6,73.16,Medium,5,Monday,7,November,2011
US-2011-156706,2011-11-07,First Class,TT-21070,Ted Trevino,Consumer,Mexico,LATAM,"Furniture, Technology",203.59,5,10.75,49.11,High,3,Monday,7,November,2011
CG-2011-7070,2011-11-07,Same Day,DM-13525,Don Miller,Corporate,Democratic Republic of the Congo,Africa,Office Supplies,245.82,9,58.05,74.92,Critical,0,Monday,7,November,2011
CA-2011-159310,2011-11-07,Standard Class,SC-20725,Steven Cartwright,Consumer,United States,US,"Furniture, Office Supplies",725.33,14,1.35,35.76,Medium,5,Monday,7,November,2011
ID-2011-23012,2011-11-07,Second Class,NC-18625,Noah Childs,Corporate,South Korea,APAC,Technology,238.62,4,-176.58,29.31,Medium,2,Monday,7,November,2011
IN-2011-52783,2011-11-07,First Class,SP-20920,Susan Pistek,Consumer,India,APAC,Technology,87.12,2,22.62,24.26,High,2,Monday,7,November,2011
IR-2011-6620,2011-11-07,First Class,RE-19450,Richard Eichhorn,Consumer,Iran,EMEA,"Furniture, Office Supplies",441.48,10,141.81,57.1,Medium,1,Monday,7,November,2011
CA-2011-123498,2011-11-07,First Class,TC-20980,Tamara Chand,Corporate,United States,US,Office Supplies,100.4,6,-17.33,20.05,High,2,Monday,7,November,2011
US-2011-162299,2011-11-07,Standard Class,BC-11125,Becky Castell,Home Office,Argentina,LATAM,"Furniture, Office Supplies, Technology",909.47,32,-82.65,42.49,Medium,5,Monday,7,November,2011
CA-2011-120278,2011-11-07,Standard Class,MS-17365,Maribeth Schnelling,Consumer,United States,US,Office Supplies,317.48,14,90.43,16.66,Medium,5,Monday,7,November,2011
US-2011-139640,2011-11-07,Second Class,TB-21595,Troy Blackwell,Consumer,United States,US,Office Supplies,146.69,9,18.13,16.44,High,4,Monday,7,November,2011
ES-2011-2401476,2011-11-07,Standard Class,RE-19450,Richard Eichhorn,Consumer,Germany,EU,Office Supplies,165.9,10,76.2,9.43,Medium,6,Monday,7,November,2011
ES-2011-1136913,2011-11-07,Standard Class,AW-10930,Arthur Wiediger,Home Office,Germany,EU,Office Supplies,84.36,4,41.28,8.28,Medium,6,Monday,7,November,2011
TU-2011-3880,2011-11-07,Standard Class,DS-13030,Darrin Sayre,Home Office,Turkey,EMEA,Office Supplies,109.45,7,-140.69,7.91,Medium,5,Monday,7,November,2011
MX-2011-124142,2011-11-07,Standard Class,NL-18310,Nancy Lomonaco,Home Office,El Salvador,LATAM,Office Supplies,39.64,2,10.68,5.87,High,4,Monday,7,November,2011
CA-2011-123323,2011-11-07,Standard Class,LH-16900,Lena Hernandez,Consumer,United States,US,Office Supplies,123.14,7,46.18,5.38,Medium,5,Monday,7,November,2011
MX-2011-156153,2011-11-07,Standard Class,MY-17380,Maribeth Yedwab,Corporate,Mexico,LATAM,Office Supplies,70.4,5,2.8,5.17,Medium,5,Monday,7,November,2011
ID-2011-38699,2011-11-07,First Class,JH-15985,Joseph Holt,Consumer,Indonesia,APAC,Office Supplies,17.71,2,-4.73,4.58,High,1,Monday,7,November,2011
NI-2011-7810,2011-11-07,Standard Class,CM-12715,Craig Molinari,Corporate,Nigeria,Africa,"Furniture, Office Supplies, Technology",118.21,8,-185.99,6.29,Medium,6,Monday,7,November,2011
MX-2011-116281,2011-11-07,Standard Class,DH-13075,Dave Hallsten,Corporate,Ecuador,LATAM,Office Supplies,36.0,5,8.2,3.62,High,4,Monday,7,November,2011
